timestamp,metric,value
2025-06-18 10:14:51,total_size,40414414
2025-06-18 10:14:51,wal_size,16789504
2025-06-18 10:14:51,base_size,22892721
2025-06-18 10:44:52,total_size,256718674
2025-06-18 10:44:52,wal_size,83898368
2025-06-18 10:44:52,base_size,172129077
2025-06-18 11:14:53,total_size,402552658
2025-06-18 11:14:53,wal_size,83898368
2025-06-18 11:14:53,base_size,317954869
2025-06-18 11:44:54,total_size,554153810
2025-06-18 11:44:54,wal_size,83898368
2025-06-18 11:44:54,base_size,469547829
2025-06-18 12:14:54,total_size,696670034
2025-06-18 12:14:54,wal_size,83898368
2025-06-18 12:14:54,base_size,612039477
