timestamp,metric,value
2025-06-17 01:48:32,total_size,16384
2025-06-17 01:48:32,log_size,4096
2025-06-17 01:48:32,buffers_size,8192
2025-06-17 02:18:33,total_size,7391602
2025-06-17 02:18:33,log_size,7379314
2025-06-17 02:18:33,buffers_size,8192
2025-06-17 02:48:34,total_size,13846494
2025-06-17 02:48:34,log_size,13834206
2025-06-17 02:48:34,buffers_size,8192
2025-06-17 03:18:35,total_size,20735928
2025-06-17 03:18:35,log_size,20723640
2025-06-17 03:18:35,buffers_size,8192
2025-06-17 03:48:36,total_size,27870585
2025-06-17 03:48:36,log_size,27858297
2025-06-17 03:48:36,buffers_size,8192
