timestamp,metric,value
2025-06-16 19:33:23,total_size,40414414
2025-06-16 19:33:23,wal_size,16789504
2025-06-16 19:33:23,base_size,22892721
2025-06-16 20:03:24,total_size,73815890
2025-06-16 20:03:24,wal_size,33566720
2025-06-16 20:03:24,base_size,39525173
2025-06-16 20:33:25,total_size,87701330
2025-06-16 20:33:25,wal_size,33566720
2025-06-16 20:33:25,base_size,53402421
2025-06-16 21:03:26,total_size,102872914
2025-06-16 21:03:26,wal_size,33566720
2025-06-16 21:03:26,base_size,68574005
2025-06-16 21:33:26,total_size,118478674
2025-06-16 21:33:26,wal_size,33566720
2025-06-16 21:33:26,base_size,84179765
