timestamp,label,count,avg,min,max,p25,p50,p75,p90,p99
2025-06-18 23:24:35,ALL PUT,0,0,0,0,0,0,0,0,0
2025-06-18 23:24:35,ALL GET,0,0,0,0,0,0,0,0,0
2025-06-18 23:54:35,ALL PUT,2758,0.427996,0.130061,1.080519,0.221610,0.383678,0.608593,0.792150,0.913350
2025-06-18 23:54:35,PutType.MOST_RECENT,2758,0.427996,0.130061,1.080519,0.221610,0.383678,0.608593,0.792150,0.913350
2025-06-18 23:54:35,ALL GET,1115,0.540774,0.013144,1.783828,0.110286,0.356089,0.866342,1.384435,1.733784
2025-06-18 23:54:35,GetType.CURRENT,1104,0.541809,0.013144,1.783828,0.110408,0.356907,0.868510,1.384708,1.733922
2025-06-18 23:54:35,GetType.TIMESTAMP,11,0.436858,0.027083,1.683340,0.162113,0.274022,0.555882,0.610610,1.576067
2025-06-19 00:24:35,ALL PUT,3599,0.595068,0.130061,1.551646,0.262336,0.496128,0.897860,1.181160,1.350888
2025-06-19 00:24:35,PutType.MOST_RECENT,3599,0.595068,0.130061,1.551646,0.262336,0.496128,0.897860,1.181160,1.350888
2025-06-19 00:24:35,ALL GET,1465,0.982582,0.013144,3.122459,0.170778,0.617105,1.723275,2.472731,3.024916
2025-06-19 00:24:35,GetType.CURRENT,1449,0.981687,0.013144,3.122459,0.169763,0.623094,1.720985,2.471927,3.025267
2025-06-19 00:24:35,GetType.TIMESTAMP,16,1.063617,0.027083,2.854820,0.238745,0.555882,2.066831,2.523757,2.811644
2025-06-19 00:54:35,ALL PUT,4166,0.725371,0.130061,1.908770,0.291039,0.612047,1.118760,1.471963,1.715540
2025-06-19 00:54:35,PutType.MOST_RECENT,4166,0.725371,0.130061,1.908770,0.291039,0.612047,1.118760,1.471963,1.715540
2025-06-19 00:54:35,ALL GET,1714,1.377327,0.013144,4.320203,0.226787,0.936183,2.379646,3.449664,4.221417
2025-06-19 00:54:35,GetType.CURRENT,1695,1.376114,0.013144,4.320203,0.226077,0.937000,2.378927,3.446402,4.221892
2025-06-19 00:54:35,GetType.TIMESTAMP,19,1.485510,0.027083,3.885382,0.258961,0.610610,2.523757,3.569768,3.872226
2025-06-19 01:24:35,ALL PUT,4620,0.840460,0.130061,2.266634,0.327227,0.699487,1.283680,1.729372,2.021878
2025-06-19 01:24:35,PutType.MOST_RECENT,4620,0.840460,0.130061,2.266634,0.327227,0.699487,1.283680,1.729372,2.021878
2025-06-19 01:24:35,ALL GET,1909,1.728143,0.013144,5.402855,0.276392,1.224762,2.934878,4.287989,5.206729
2025-06-19 01:24:35,GetType.CURRENT,1889,1.729214,0.013144,5.402855,0.276449,1.224762,2.949351,4.291803,5.207276
2025-06-19 01:24:35,GetType.TIMESTAMP,20,1.627046,0.027083,4.316235,0.266491,1.146975,2.638939,3.819603,4.234373
