timestamp,metric,value
2025-06-17 18:40:20,total_size,16384
2025-06-17 18:40:20,log_size,4096
2025-06-17 18:40:20,buffers_size,8192
2025-06-17 19:10:21,total_size,68846718
2025-06-17 19:10:21,log_size,68847769
2025-06-17 19:10:21,buffers_size,8192
2025-06-17 19:40:22,total_size,136239317
2025-06-17 19:40:22,log_size,136230158
2025-06-17 19:40:22,buffers_size,8192
2025-06-17 20:10:24,total_size,205947787
2025-06-17 20:10:24,log_size,205947926
2025-06-17 20:10:24,buffers_size,8192
2025-06-17 20:40:25,total_size,273656937
2025-06-17 20:40:25,log_size,273644649
2025-06-17 20:40:25,buffers_size,8192
