timestamp,metric,value
2025-06-17 22:35:24,total_size,16384
2025-06-17 22:35:24,log_size,4096
2025-06-17 22:35:24,buffers_size,8192
2025-06-17 23:05:25,total_size,870590975
2025-06-17 23:05:25,log_size,444338406
2025-06-17 23:05:25,buffers_size,426296587
2025-06-17 23:35:26,total_size,2135749500
2025-06-17 23:35:26,log_size,771707433
2025-06-17 23:35:26,buffers_size,1364080938
2025-06-18 00:05:27,total_size,2316031262
2025-06-18 00:05:27,log_size,951986749
2025-06-18 00:05:27,buffers_size,1364080938
2025-06-18 00:35:28,total_size,3492927365
2025-06-18 00:35:28,log_size,1065292553
2025-06-18 00:35:28,buffers_size,2427630716
