timestamp,label,count,avg,min,max,p25,p50,p75,p90,p99
2025-06-17 03:49:36,ALL PUT,0,,,,,,,,
2025-06-17 03:49:36,ALL GET,0,,,,,,,,
2025-06-17 04:19:36,ALL PUT,12533,0.058435,0.007678,0.511055,0.027725,0.052685,0.079030,0.109592,0.182265
2025-06-17 04:19:36,PutType.MOST_RECENT,12533,0.058435,0.007678,0.511055,0.027725,0.052685,0.079030,0.109592,0.182265
2025-06-17 04:19:36,ALL GET,5424,0.073671,0.010586,0.401923,0.040959,0.065569,0.095644,0.129488,0.224311
2025-06-17 04:19:36,GetType.CURRENT,5368,0.073662,0.010586,0.401923,0.040814,0.065569,0.095651,0.129572,0.224902
2025-06-17 04:19:36,GetType.TIMESTAMP,45,0.074198,0.022839,0.157368,0.049542,0.063749,0.095556,0.129055,0.156280
2025-06-17 04:19:36,GetType.NO_USER_AT_TIME,11,0.075926,0.018271,0.163038,0.046035,0.073986,0.090001,0.127781,0.159512
2025-06-17 04:49:36,ALL PUT,25104,0.080023,0.006912,0.588604,0.028080,0.063077,0.103733,0.169593,0.326685
2025-06-17 04:49:36,PutType.MOST_RECENT,25104,0.080023,0.006912,0.588604,0.028080,0.063077,0.103733,0.169593,0.326685
2025-06-17 04:49:36,ALL GET,10854,0.112700,0.010586,0.583155,0.055830,0.085399,0.147304,0.232544,0.392598
2025-06-17 04:49:36,GetType.CURRENT,10750,0.112582,0.010586,0.583155,0.055772,0.085365,0.147021,0.232409,0.392600
2025-06-17 04:49:36,GetType.TIMESTAMP,79,0.119018,0.022839,0.483391,0.058658,0.086385,0.158476,0.213556,0.369339
2025-06-17 04:49:36,GetType.NO_USER_AT_TIME,25,0.143724,0.018271,0.334015,0.064806,0.093931,0.224566,0.297191,0.325429
2025-06-17 05:19:36,ALL PUT,37728,0.095653,0.006912,0.626031,0.028662,0.076880,0.128372,0.220372,0.368897
2025-06-17 05:19:36,PutType.MOST_RECENT,37728,0.095653,0.006912,0.626031,0.028662,0.076880,0.128372,0.220372,0.368897
2025-06-17 05:19:36,ALL GET,16228,0.139262,0.010586,0.619989,0.071320,0.103972,0.185948,0.283046,0.430116
2025-06-17 05:19:36,GetType.CURRENT,16077,0.139208,0.010586,0.619989,0.071320,0.103919,0.185905,0.282725,0.430294
2025-06-17 05:19:36,GetType.TIMESTAMP,111,0.137795,0.022839,0.483391,0.071731,0.112504,0.179508,0.261992,0.365605
2025-06-17 05:19:36,GetType.NO_USER_AT_TIME,40,0.165029,0.018271,0.403524,0.072955,0.137655,0.252388,0.301816,0.398202
2025-06-17 05:49:36,ALL PUT,50354,0.105005,0.006912,0.626031,0.028673,0.086677,0.159089,0.243538,0.390576
2025-06-17 05:49:36,PutType.MOST_RECENT,50354,0.105005,0.006912,0.626031,0.028673,0.086677,0.159089,0.243538,0.390576
2025-06-17 05:49:36,ALL GET,21601,0.155483,0.010586,0.670822,0.079074,0.123179,0.219722,0.308054,0.455093
2025-06-17 05:49:36,GetType.CURRENT,21398,0.155441,0.010586,0.670822,0.079077,0.122949,0.219574,0.308294,0.455095
2025-06-17 05:49:36,GetType.TIMESTAMP,152,0.155386,0.022839,0.483391,0.078934,0.147973,0.210690,0.291697,0.404996
2025-06-17 05:49:36,GetType.NO_USER_AT_TIME,51,0.173298,0.018271,0.533392,0.079945,0.140699,0.250667,0.334015,0.468458
